Территории;"январь 2006";"февраль 2006";"март 2006";"апрель 2006";"май 2006";"июнь 2006";"июль 2006";"август 2006";"сентябрь 2006";"октябрь 2006";"ноябрь 2006";"декабрь 2006";"январь 2007";"февраль 2007";"март 2007";"апрель 2007";"май 2007";"июнь 2007";"июль 2007";"август 2007";"сентябрь 2007";"октябрь 2007";"ноябрь 2007";"декабрь 2007";"январь 2008";"февраль 2008";"март 2008";"апрель 2008";"май 2008";"июнь 2008";"июль 2008";"август 2008";"сентябрь 2008";"октябрь 2008";"ноябрь 2008";"декабрь 2008";"январь 2009";"февраль 2009";"март 2009";"апрель 2009";"май 2009";"июнь 2009";"июль 2009";"август 2009";"сентябрь 2009";"октябрь 2009";"ноябрь 2009";"декабрь 2009";"январь 2010";"февраль 2010";"март 2010";"апрель 2010";"май 2010";"июнь 2010";"июль 2010";"август 2010";"сентябрь 2010";"октябрь 2010";"ноябрь 2010";"декабрь 2010";"январь 2011";"февраль 2011";"март 2011";"апрель 2011";"май 2011";"июнь 2011";"июль 2011";"август 2011";"сентябрь 2011";"октябрь 2011";"ноябрь 2011";"декабрь 2011";"январь 2012";"февраль 2012";"март 2012";"апрель 2012";"май 2012";"июнь 2012";"июль 2012";"август 2012";"сентябрь 2012";"октябрь 2012";"ноябрь 2012";"декабрь 2012";"январь 2013";"февраль 2013";"март 2013";"апрель 2013";"май 2013";"июнь 2013";"июль 2013";"август 2013";"сентябрь 2013";"октябрь 2013";"ноябрь 2013";"декабрь 2013";"январь 2014";"февраль 2014";"март 2014";"апрель 2014";"май 2014";"июнь 2014";"июль 2014";"август 2014";"сентябрь 2014";"октябрь 2014";"ноябрь 2014";"декабрь 2014";"январь 2015";"февраль 2015";"март 2015";"апрель 2015";"май 2015";"июнь 2015";"июль 2015";"август 2015";"сентябрь 2015";"октябрь 2015";"ноябрь 2015";"декабрь 2015";"январь 2016";"февраль 2016";"март 2016";"апрель 2016";"май 2016";"июнь 2016";"июль 2016";"август 2016";"сентябрь 2016";"октябрь 2016";"ноябрь 2016";"декабрь 2016";"январь 2017";"февраль 2017";"март 2017";"апрель 2017";"май 2017";"июнь 2017";"июль 2017"
"    Калининградская область";1716;3105;4614;5965;7294;8547;9753;10916;12003;13301;14510;15739;1398;2524;3758;4935;6252;7362;8490;9550;10552;11910;13135;14344;1509;2670;3885;5148;6330;7472;8643;9674;10815;12046;13145;14470;1310;2510;3805;4955;6007;7043;8124;9170;10279;11336;12444;13643;1240;2418;3647;4715;5751;6800;7979;8938;9977;11064;12143;13387;1129;2114;3336;4278;5314;6323;7245;8344;9305;10348;11457;12531;1105;2222;3274;4265;5343;6303;7378;8379;9297;10411;11459;12512;1210;2197;3288;4389;5416;6293;7381;8329;9352;10478;11450;12571;1189;2183;3265;4317;5337;6357;7426;8389;9479;10645;11666;12833;1141;2248;3463;4588;5636;6705;7734;8715;9692;10749;11763;12867;1139;2194;3253;4268;5312;6263;7177;8245;9142;10097;11134;12255;1235;2288;3383;4260;5329;6316;7240
"    Ленинградская область";2978;5551;8409;10893;13720;16420;18864;21412;23886;26569;29155;31590;2759;5104;7592;9900;12586;14930;17555;19940;22311;24897;27412;29751;2865;5046;7520;10020;12478;14872;17417;19651;22219;24771;26912;29403;2567;4765;7217;9625;11858;14343;16757;18943;21082;23301;25535;27800;2371;4591;6995;9197;11348;13600;16118;18363;20546;22688;24863;27094;2275;4329;6612;8589;10745;12916;14995;17144;19252;21370;23417;25367;2197;4283;6253;8247;10624;12705;14866;17011;18927;21288;23319;25396;2495;4446;6603;8837;11088;12971;15168;17089;19032;21367;23297;25508;2174;4155;6175;8346;10526;12677;15061;17117;19385;21582;23473;25756;2268;4334;6773;9023;11142;13246;15161;16967;18952;21034;22918;24922;2295;4521;6600;8515;10610;12631;14636;16837;18827;20798;22849;24915;2309;4292;6420;8280;10454;12462;14362
"    Мурманская область";1075;1887;2906;3825;4758;5677;6450;7410;8301;9232;10157;10959;980;1800;2636;3389;4291;5048;5871;6746;7554;8436;9239;10010;935;1741;2620;3500;4332;5170;5992;6807;7678;8534;9333;10173;932;1720;2660;3483;4266;5088;6003;6772;7637;8462;9267;10084;810;1521;2365;3145;3969;4760;5531;6360;7158;7913;8734;9527;802;1590;2484;3177;3922;4627;5328;6078;6885;7615;8364;9127;753;1491;2278;2895;3659;4367;5115;5895;6632;7411;8120;8838;818;1534;2274;3025;3754;4395;5115;5775;6401;7162;7836;8549;801;1459;2141;2908;3618;4314;5089;5792;6577;7380;8035;8805;855;1592;2307;3025;3753;4462;5171;5876;6654;7372;8057;8837;789;1564;2400;3033;3789;4486;5148;5880;6625;7320;8021;8741;795;1490;2264;2864;3585;4274;4938
"    Новгородская область";1376;2644;3956;5204;6472;7650;8705;9767;10800;11941;13155;14227;1282;2403;3513;4578;5724;6742;7801;8810;9810;11021;12150;13184;1289;2391;3527;4652;5762;6903;8015;9051;10200;11314;12331;13574;1187;2164;3319;4440;5489;6604;7684;8658;9713;10880;11879;13159;1130;2220;3360;4359;5394;6407;7592;8608;9624;10655;11617;12761;1084;1999;3044;4065;5024;5941;6846;7774;8786;9728;10658;11627;999;1952;2851;3749;4758;5676;6616;7522;8419;9374;10246;11226;1046;1951;2908;3886;4867;5727;6663;7528;8396;9427;10236;11138;1006;1854;2701;3715;4680;5507;6428;7217;8092;9023;9773;10765;1025;1849;2818;3827;4742;5623;6475;7309;8202;9061;9945;10834;982;1910;2800;3656;4559;5420;6274;7176;8076;8914;9785;10707;1022;1833;2750;3551;4455;5352;6188
"    Псковская область";1717;3183;4835;6219;7658;9101;10369;11613;12840;14156;15502;16705;1434;2647;3938;5155;6504;7601;8746;9911;11060;12298;13559;14826;1495;2749;4039;5358;6657;7849;9063;10162;11397;12693;13874;15219;1296;2448;3727;4954;6104;7328;8472;9558;10659;11888;13127;14496;1348;2555;3864;5032;6180;7341;8566;9663;10865;11948;13029;14324;1202;2353;3570;4646;5736;6777;7716;8765;9789;10851;11950;12977;1096;2229;3336;4412;5533;6593;7675;8718;9689;10828;11827;12949;1210;2228;3343;4452;5517;6392;7360;8332;9211;10289;11209;12289;1134;2126;3048;4074;5162;6053;7134;8046;9010;10080;11008;12080;1061;2043;3143;4140;5063;6060;7055;8003;8948;9931;10756;11813;1170;2143;3136;3981;4963;5971;6863;7855;8725;9597;10571;11543;1111;2050;3092;3967;4966;5893;6690
"    г.Санкт-Петербург";6696;12419;18757;24375;30598;36528;41981;47396;52665;58806;64590;70046;6247;11663;17718;23113;28790;33950;39291;45001;50466;56374;61905;67569;6087;11387;17164;22976;28763;34003;39387;44486;50279;56106;60986;66851;5794;10840;16667;22080;27240;32557;37635;42800;48014;53699;59133;64896;5756;10924;16663;21796;26842;31987;38598;43944;49317;54726;59902;65472;5374;10359;15889;20925;25946;30926;35890;40987;46186;51364;56293;61665;5448;10678;16063;21146;26399;31342;36156;41073;45868;51416;56313;61910;5807;10960;16408;21778;26675;31074;35884;40643;45121;50471;55296;60491;5357;10050;15188;20397;25424;29963;35312;39955;44905;50211;54985;60222;5593;10668;16179;21453;26334;31368;36407;41158;46156;51535;56465;62013;6075;11360;16756;21706;26659;31303;35827;40778;45704;50780;56040;61459;6033;10809;16111;20840;25975;30870;35575
"  Южный федеральный округ";27127;52836;80396;103527;129461;152397;174069;199763;220893;243520;266985;289945;25416;47442;72626;95588;121168;143002;165285;189378;209064;232537;255891;278977;27846;51145;75101;98887;122041;142979;166592;188205;209094;232540;254119;277913;26047;47710;73527;97318;119823;142917;166757;186367;207296;229553;250861;275764;16911;32321;49460;65242;80709;97346;114222;134296;148727;163954;179432;195140;16402;31974;50464;65841;82255;97241;113034;129114;143569;158327;174420;189689;16461;32986;49253;64157;80405;95359;110646;125785;139124;154996;170036;185379;17594;31800;47952;63892;79683;93170;108783;123062;136304;153127;167797;183319;16733;32710;48276;64179;79841;93510;109393;124723;139340;155648;170205;186809;17523;33241;50786;66455;81571;96862;133021;150167;167427;185434;202576;221776;20280;38422;58028;75431;93741;112261;129833;148011;164691;181819;200623;220142;21347;38460;57418;74007;92599;109959;126460
"    Республика Адыгея";601;1159;1811;2371;2973;3508;3988;4591;5084;5652;6171;6682;623;1136;1750;2295;2882;3385;3890;4437;4863;5372;5882;6435;696;1297;1872;2435;3000;3474;4008;4467;4915;5480;5994;6593;582;1093;1726;2276;2774;3287;3792;4227;4714;5196;5683;6227;556;1070;1637;2137;2663;3145;3669;4212;4654;5153;5653;6197;546;1061;1633;2158;2673;3163;3620;4115;4604;5081;5572;6065;503;1038;1594;2086;2549;3013;3530;4002;4445;4937;5423;5907;541;1001;1520;1988;2468;2893;3394;3823;4240;4796;5284;5843;505;978;1489;2000;2485;2958;3499;3973;4440;4949;5428;5945;532;1043;1606;2114;2595;3028;3501;3973;4412;4880;5326;5841;563;1061;1557;1989;2545;3040;3490;3955;4401;4825;5298;5818;589;1062;1616;2043;2540;2996;3436
"    Республика Калмыкия";333;590;919;1164;1507;1753;1993;2251;2462;2762;2996;3200;291;546;817;1070;1354;1616;1884;2144;2341;2591;2870;3141;302;537;753;1012;1257;1498;1765;2000;2206;2477;2718;2980;290;510;809;1068;1292;1570;1859;2085;2347;2608;2846;3131;265;501;780;1048;1285;1554;1849;2153;2372;2629;2904;3186;261;493;789;1028;1271;1506;1764;2059;2261;2464;2670;2920;252;526;766;1001;1248;1471;1706;1935;2147;2355;2614;2865;248;478;722;971;1221;1438;1693;1915;2090;2364;2572;2808;245;484;713;989;1194;1389;1619;1871;2109;2349;2561;2807;225;466;720;956;1170;1381;1629;1854;2043;2290;2482;2743;237;463;687;893;1103;1347;1586;1826;2030;2246;2475;2709;294;475;796;992;1254;1467;1671
"    Республика Крым";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7553;10054;12415;14501;16932;19152;21353;23858;26192;28771;2598;5050;7797;10361;12652;14910;17272;19507;21802;24148;26360;29079;2575;4943;7630;9929;12318;14820;17044;19506;21611;23798;26288;28932;2859;5115;7510;9634;12034;14323;16237
"    Краснодарский край";7353;13861;20790;26690;33336;39151;44621;51696;57081;63004;69088;75111;6945;12829;19758;25818;32519;38017;43899;50060;55281;61346;67614;73861;7588;13694;19962;26122;32185;37480;43635;49325;54876;60948;66802;72992;6806;12325;19040;25001;30854;36702;42486;47527;52953;58560;64030;70517;6178;11902;18132;24061;29677;35640;41597;48272;53504;59116;64982;70705;6112;11984;18789;24621;30815;36330;42155;47994;53421;58957;65175;70896;6215;12557;18711;24358;30333;35872;41728;47399;52238;58122;63686;69427;6694;11801;17945;23870;29811;34765;40630;46096;50948;57265;62877;68753;6535;12758;18563;24238;30138;35165;41151;46949;52584;58601;64180;70231;6808;12960;19668;25512;31382;37102;42807;48367;53948;59826;65470;71496;6710;12588;18895;24627;30377;36086;41735;47490;53041;58588;64767;71340;7141;12778;18912;24364;30250;35989;41328
"    Астраханская область";1485;2758;4088;5248;6574;7684;8917;10136;11176;12300;13532;14632;1223;2277;3608;4776;6092;7230;8402;9763;10738;11883;12983;14035;1394;2518;3656;4770;5919;6929;8181;9295;10284;11474;12535;13660;1285;2276;3532;4718;5840;7030;8290;9212;10220;11278;12351;13527;1099;2217;3425;4511;5642;6847;8186;9389;10384;11518;12631;13662;1094;2082;3393;4462;5600;6604;7725;8862;9903;10944;12009;13096;1149;2254;3355;4406;5506;6496;7542;8545;9526;10645;11716;12783;1171;2147;3231;4319;5405;6355;7473;8381;9323;10408;11362;12442;1147;2198;3287;4424;5559;6565;7604;8711;9705;10749;11747;12882;1117;2107;3290;4418;5422;6548;7628;8547;9491;10529;11495;12528;1063;1992;3099;4108;5126;6131;7132;8201;9124;10103;11167;12193;1209;2180;3234;4153;5194;6081;7012
"    Волгоградская область";3736;7216;11125;14343;18013;21234;24459;27772;30638;33832;37084;39997;3478;6374;9629;12649;16303;19340;22363;25956;28677;32032;35150;38222;3801;6789;10081;13249;16628;19540;22934;25849;28764;31955;34715;37892;3564;6473;10067;13235;16399;19645;23229;25896;28705;31759;34576;37772;3241;6121;9479;12427;15341;18757;22184;26857;29698;32548;35367;38340;3182;6101;9480;12295;15399;18300;21456;24685;27365;30166;33174;36018;3060;6068;9029;11712;14923;18007;20845;23782;26336;29393;32139;35021;3339;6120;9125;12181;15163;17748;20688;23393;25933;29112;31857;34781;3089;5903;8773;11789;14798;17453;20477;23433;26102;29212;31920;35130;3353;6284;9537;12473;15347;18406;21312;24056;26803;29534;32189;35244;3052;5902;8958;11710;14634;17669;20562;23448;26079;28745;31713;34626;3272;5959;8935;11582;14566;17292;19957
"    Ростовская область";6344;12313;18696;23970;29951;35327;40209;46086;50861;56046;61418;66560;5809;10631;16241;21495;27488;32583;37622;43202;47635;53131;58571;63771;6568;12011;17379;22737;28016;33002;38424;43482;48290;53688;58587;63952;6164;10966;16717;22076;27124;32344;37848;42206;46952;52047;56998;62452;5572;10510;16007;21058;26101;31403;36737;43413;48115;52990;57895;63050;5207;10253;16380;21277;26497;31338;36314;41399;46015;50715;55820;60694;5282;10543;15798;20594;25846;30500;35295;40122;44432;49544;54458;59376;5601;10253;15409;20563;25615;29971;34905;39454;43770;49182;53845;58692;5212;10389;15451;20739;25667;29980;35043;39786;44400;49788;54369;59814;5488;10381;15965;20982;25655;30397;35218;39726;44317;49153;53706;58773;5562;10460;15658;20212;25193;30239;34932;39716;44063;48702;53606;58665;5397;9866;14882;19278;24266;28889;33469
"    г. Севастополь";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1429;1914;2335;2739;3228;3675;4133;4599;5021;5537;534;1034;1613;2129;2655;3130;3654;4137;4611;5074;5548;6072;518;1013;1544;1963;2445;2929;3352;3869;4342;4812;5309;5859;586;1025;1533;1961;2495;2922;3350
"  Северо-Кавказский федеральный округ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6641;13505;21275;28005;34269;40940;47520;54213;60422;66753;73517;80810;6484;13024;20935;27874;34658;41125;47138;54134;60381;66628;73167;80194;6608;13816;21148;27815;34623;40804;46987;53140;58917;65332;71819;78397;7213;13621;20200;27021;33429;39129;45539;51367;56989;63718;70038;76719;7104;14071;20642;27314;33714;39369;45767;51686;57831;64494;70605;77665;6930;13608;20592;27358;33418;39461;45469;51623;57663;63877;69913;76680;6649;13293;20320;26453;32656;38768;44394;50592;56313;62383;69094;75649;7139;13244;20066;26106;32508;38025;43973
"    Республика Дагестан";1078;2472;4100;5490;6840;8044;9211;10603;11878;12959;14308;15878;1142;2545;3879;5268;6623;7815;8991;10209;11483;12673;13926;15312;1241;2725;4181;5752;7036;8233;9418;10604;11789;13018;14218;15778;1213;2695;4198;5692;6989;8479;9851;11191;12378;13728;15027;16701;1253;2709;4322;5722;6981;8409;9799;11207;12576;13824;15293;17008;1275;2668;4213;5688;7123;8528;9728;11147;12579;13950;15201;16917;1230;2636;4248;5772;7082;8409;9789;11034;12275;13539;14913;16547;1330;2739;4174;5638;6966;8226;9642;10817;12000;13310;14602;16229;1421;3033;4453;5876;7182;8390;9636;10858;12202;13559;14969;16639;1238;2774;4171;5620;6910;8229;9397;10731;12001;13303;14620;16132;1279;2830;4281;5549;6853;8075;9153;10437;11644;12818;14234;15642;1316;2669;4096;5443;6743;7874;9080
"    Республика Ингушетия";104;277;486;623;794;964;1122;1258;1393;1504;1654;1830;117;261;401;561;675;815;961;1085;1223;1343;1476;1625;95;236;385;528;652;772;893;1025;1128;1251;1399;1561;116;255;443;597;740;909;1086;1225;1369;1552;1703;1877;119;294;499;683;820;979;1116;1267;1387;1537;1679;1857;93;254;390;574;726;851;979;1108;1244;1386;1514;1705;120;257;390;534;661;766;898;1014;1163;1308;1428;1595;118;241;399;552;677;813;911;1023;1160;1256;1402;1568;117;245;391;508;620;740;867;990;1127;1307;1443;1586;114;247;382;514;655;739;863;979;1107;1280;1404;1557;118;246;377;507;646;737;858;978;1104;1275;1402;1555;99;237;369;506;641;741;837
"    Кабардино-Балкарская Республика";763;1599;2441;3158;3942;4665;5314;6062;6671;7391;8069;8778;715;1403;2169;2875;3634;4327;5013;5714;6292;7041;7739;8416;788;1492;2194;2915;3551;4156;4853;5420;5992;6698;7327;8056;786;1508;2255;3054;3723;4410;5151;5770;6379;7056;7691;8460;664;1353;2089;2804;3469;4156;4778;5395;6030;6677;7349;8068;677;1325;2128;2821;3480;4131;4738;5515;6142;6758;7460;8136;659;1384;2132;2794;3487;4084;4701;5323;5832;6465;7142;7691;705;1337;1949;2641;3288;3870;4534;5166;5702;6387;7036;7666;735;1417;2054;2727;3378;3931;4595;5128;5666;6299;6877;7597;733;1436;2118;2830;3375;3963;4600;5192;5741;6372;6969;7582;655;1317;2008;2682;3256;3851;4423;4987;5531;6100;6743;7386;776;1402;2044;2629;3273;3774;4430
"    Карачаево-Черкесская Республика";394;892;1368;1762;2175;2582;2930;3372;3740;4107;4519;4890;480;856;1298;1677;2093;2475;2829;3220;3534;3911;4283;4647;452;858;1254;1656;2027;2407;2847;3201;3543;3949;4323;4740;444;832;1229;1641;2004;2404;2771;3095;3434;3837;4171;4705;398;793;1264;1669;1999;2420;2809;3193;3568;3950;4343;4771;346;781;1264;1664;2017;2417;2815;3182;3560;3916;4290;4664;406;886;1307;1695;2077;2429;2781;3143;3458;3835;4227;4607;433;805;1180;1585;1960;2273;2655;2999;3313;3753;4135;4477;426;870;1255;1627;1978;2298;2736;3071;3437;3803;4171;4581;376;735;1194;1584;1915;2270;2662;3004;3373;3735;4115;4523;374;762;1170;1508;1838;2221;2583;2923;3274;3595;3977;4393;447;780;1196;1558;1922;2257;2586
"    Республика Северная Осетия - Алания";672;1404;2199;2818;3564;4244;4862;5511;6122;6758;7422;8080;707;1346;2053;2690;3361;3980;4632;5273;5805;6493;7166;7825;757;1436;2114;2819;3473;4055;4646;5300;5916;6620;7269;7970;735;1405;2155;2916;3569;4208;4937;5516;6121;6742;7343;8052;625;1277;2092;2742;3323;3974;4642;5237;5838;6443;7086;7758;614;1212;1964;2611;3232;3892;4469;5169;5768;6354;7010;7720;626;1368;2138;2815;3479;4078;4612;5172;5671;6274;6870;7500;720;1358;1981;2674;3300;3898;4465;5033;5545;6191;6826;7409;707;1351;2059;2729;3366;3912;4549;5084;5647;6293;6884;7583;677;1336;2067;2776;3366;3923;4553;5141;5714;6352;6908;7558;590;1240;1965;2532;3099;3709;4292;4899;5466;6056;6715;7296;693;1283;2030;2595;3195;3793;4342
"    Чеченская Республика";409;1025;1603;2036;2489;2949;3399;3931;4463;4826;5317;5889;451;1006;1522;1988;2473;2937;3403;3907;4338;4738;5180;5630;426;904;1398;1916;2354;2748;3235;3692;4091;4509;4938;5447;516;1115;1797;2351;2845;3399;3975;4510;4941;5457;5974;6620;462;1068;1834;2409;2948;3416;3944;4569;5041;5577;6074;6734;454;947;1621;2280;2882;3422;3890;4482;5028;5566;6134;6810;556;1204;1862;2433;3091;3611;4185;4790;5343;5902;6508;7101;669;1270;1821;2391;2935;3394;3967;4444;4977;5555;6097;6732;477;1131;1706;2273;2846;3376;3844;4393;5015;5573;6123;6815;518;1105;1701;2265;2804;3352;3826;4403;4936;5501;6059;6728;576;1099;1689;2266;2805;3342;3818;4374;4834;5459;6022;6630;662;1185;1771;2289;2830;3250;3892
"    Ставропольский край";3855;7270;10770;13854;17303;20292;23044;26494;29324;32379;35407;38418;3435;6232;9501;12426;15671;18482;21396;24408;26854;29983;33051;36057;3738;6648;9872;12976;15943;18685;21753;24545;27300;30473;33294;36292;3546;6257;9559;12693;15670;18530;21482;23907;26783;29733;32468;35723;3120;6011;9175;11976;14729;17586;20432;23345;25982;28745;31693;34614;3025;5837;9355;12236;15198;17884;20519;23531;26060;28698;31558;34242;3011;6081;9071;11772;14746;17427;20021;22664;25175;28009;30731;33356;3238;5871;8696;11540;14303;16655;19365;21885;24292;27266;29940;32638;3221;6024;8724;11574;14344;16722;19540;22162;24737;27660;30138;32864;3274;5975;8959;11769;14393;16985;19568;22173;24791;27334;29838;32600;3057;5799;8830;11409;14159;16833;19267;21994;24460;27080;30001;32747;3146;5688;8560;11086;13904;16336;18806
"  Приволжский федеральный округ";45829;84761;126461;164451;207122;246098;283372;321966;357609;398461;435870;473222;41095;76402;117062;153862;195583;232375;269764;308624;342545;382883;420952;458637;44093;79951;118142;157911;197970;235625;274966;309975;346649;385703;419666;458040;40871;75344;115778;153145;189255;227240;263644;296247;331100;367265;401884;441171;38215;72974;111646;147735;184037;222056;262514;308834;343891;378842;413612;450333;37313;71602;111323;145527;182688;218188;254275;290200;323991;358283;392841;426682;35553;69264;103964;137266;174348;208135;243516;277433;309147;346230;380071;414518;40326;73183;108498;143836;179558;211791;247171;279530;311918;349372;381228;415902;36406;68896;103324;139640;176189;208566;243677;275811;310066;346318;377444;414389;37972;71698;109564;145128;179404;216174;249789;280902;314471;347811;379166;413435;35436;67894;102983;135754;171016;204871;236142;271776;304071;335872;368573;402835;38133;69679;103784;134083;168885;201002;231755
"    Республика Башкортостан";5221;9600;14428;18891;23944;28432;32844;37599;41837;46607;50896;55308;4867;8908;13763;18128;23086;27599;32305;37061;41094;45954;50467;54933;5451;9893;14470;19287;24151;28621;33607;37991;42207;47221;51253;55796;4882;8946;13807;18288;22620;27352;31747;35690;40014;44329;48517;53415;4517;8526;13243;17535;21979;26871;31607;36632;41100;45456;49821;54467;4637;8896;14056;18440;23184;27818;32448;37052;41401;45491;49973;54432;4563;8736;13186;17603;22381;26671;31611;35944;39908;44671;48993;53380;5219;9413;13689;18254;22846;27253;31973;36112;40083;44946;48998;53489;4796;8892;13070;17949;22701;26763;31421;35806;40245;44812;48713;53568;4809;9166;14148;18762;23218;28297;32780;36807;41211;45506;49453;54107;4490;8587;13158;17507;22157;26456;30501;35464;39577;43481;47806;52283;5079;8966;13268;17159;21716;25775;29826
"    Республика Марий Эл";1077;2017;2971;3894;4962;5865;6774;7651;8502;9504;10437;11288;948;1753;2802;3630;4538;5338;6263;7180;7973;8970;9823;10722;1061;1883;2814;3715;4662;5576;6412;7221;8139;9030;9788;10731;942;1732;2736;3616;4437;5353;6184;6944;7777;8629;9490;10468;898;1719;2609;3455;4288;5121;6090;7308;8069;8938;9743;10584;879;1693;2661;3419;4290;5124;5989;6803;7500;8296;9055;9816;835;1577;2359;3096;3949;4720;5525;6284;7022;7905;8679;9444;896;1579;2366;3113;3938;4678;5541;6278;7055;7923;8697;9485;811;1551;2296;3132;3983;4695;5460;6178;6975;7827;8527;9414;817;1566;2433;3249;4029;4919;5705;6428;7188;7946;8691;9448;761;1492;2270;3015;3801;4629;5314;6114;6838;7569;8326;9025;817;1508;2246;2924;3691;4381;5099
"    Республика Мордовия";1341;2566;3900;5037;6226;7284;8361;9575;10541;11726;12861;13950;1265;2321;3482;4594;5829;6881;7898;9002;9942;11085;12187;13330;1352;2414;3516;4681;5829;6772;7912;8955;9999;11138;12100;13213;1255;2272;3454;4593;5615;6772;7871;8762;9779;10893;11875;13049;1167;2229;3346;4459;5477;6508;7682;9061;10115;11090;12113;13146;1015;2033;3180;4136;5181;6197;7260;8306;9305;10237;11313;12310;939;1921;2942;3907;4993;5957;6904;7912;8831;9894;10915;11859;1159;2069;3123;4141;5221;6150;7214;8178;9119;10273;11195;12121;1012;1930;2857;3873;4934;5854;6843;7744;8612;9636;10569;11616;1051;1957;2929;3952;4950;5914;6835;7656;8647;9587;10451;11431;992;1942;3001;3868;4835;5817;6728;7636;8521;9426;10331;11367;1030;1851;2856;3784;4739;5714;6560
"    Республика Татарстан";4627;8539;12792;16735;21087;25178;29183;33270;37090;41340;45208;49197;4261;7969;12307;16151;20553;24509;28631;32828;36666;40912;44832;48901;4556;8234;12268;16587;20935;25308;29542;33389;37370;41550;45278;49179;4328;8128;12557;16542;20503;24687;28569;32161;36033;40051;43807;47970;4107;7867;11943;15918;19941;24101;28628;34103;38097;42022;45776;49730;4098;7714;11937;15815;19927;23840;28085;31978;35687;39669;43310;47072;3947;7536;11496;15250;19331;23106;27047;30785;34379;38526;42235;46315;4408;7918;11764;15655;19615;23410;27344;30995;34731;38847;42400;46299;4051;7727;11841;15922;19982;23658;27569;31291;35137;39156;42883;46958;4119;7880;12118;16166;20148;24416;28116;31684;35423;39204;42748;46483;3936;7531;11351;14980;18995;22700;26209;30271;33889;37469;40921;44894;4427;8073;11784;15247;19108;22720;26335
"    Удмуртская Республика";2285;4060;5880;7579;9607;11487;13290;15050;16703;18518;20241;22004;1941;3586;5482;7191;9164;10871;12656;14500;16131;18135;19925;21699;2030;3700;5442;7306;9250;11063;12819;14448;16283;18119;19673;21463;1927;3591;5500;7219;8844;10572;12153;13715;15305;16911;18504;20286;1862;3548;5388;7047;8854;10575;12354;14348;16001;17653;19410;21113;1908;3619;5387;7010;8808;10586;12184;13814;15500;17181;18796;20328;1664;3313;4880;6343;8144;9698;11400;12907;14476;16220;17822;19443;1910;3439;5094;6727;8350;9872;11526;13029;14582;16316;17783;19456;1694;3126;4738;6384;8034;9596;11238;12779;14485;16187;17751;19464;1690;3231;5041;6680;8289;10041;11627;13138;14752;16315;17905;19533;1687;3274;4967;6500;8173;9814;11288;13019;14530;16082;17566;19090;1919;3415;4979;6339;7974;9411;10867
"    Чувашская Республика";1820;3288;4953;6503;8146;9695;11148;12615;14050;15827;17309;18838;1567;3083;4714;6295;7924;9409;10887;12528;13923;15581;17152;18662;1752;3168;4692;6310;7888;9422;10913;12343;13843;15457;16888;18505;1610;2954;4642;6135;7599;9012;10485;11807;13134;14588;16010;17498;1534;2865;4294;5663;7147;8657;10407;12422;13889;15328;16723;18175;1468;2831;4384;5745;7246;8609;10061;11553;12866;14229;15607;16923;1363;2757;4080;5459;6958;8320;9707;11034;12311;13796;15153;16558;1508;2784;4155;5617;7040;8336;9728;11037;12374;13788;15028;16406;1387;2632;4032;5469;7007;8332;9708;10969;12326;13809;15030;16507;1431;2772;4318;5694;7018;8474;9770;11027;12336;13630;14944;16266;1377;2674;4034;5350;6786;8202;9468;10900;12232;13574;14873;16258;1481;2717;4040;5274;6691;8000;9250
"    Пермский край";4591;8272;12073;15636;19684;23295;26948;30606;34084;37983;41473;45053;3902;7238;10919;14328;18144;21610;25233;28734;31917;35605;39191;42680;4054;7283;10806;14570;18246;21873;25441;28574;32080;35658;38723;42313;3817;6967;10716;14112;17352;20739;24036;27127;30279;33592;36878;40610;3709;6912;10439;13748;17131;20459;23590;27030;30499;33767;36990;40430;3492;6736;10377;13417;16797;19988;23090;26441;29522;32553;35610;38665;3346;6326;9427;12417;15662;18634;21863;24869;27788;31167;34184;37278;3741;6743;9953;13099;16239;19107;22201;24983;27915;31133;34010;37170;3233;6151;9323;12443;15601;18563;21599;24334;27587;30799;33575;36884;3699;6707;9939;13057;16148;19450;22491;25443;28449;31469;34371;37418;3204;6218;9317;12247;15424;18342;21158;24456;27430;30322;33275;36319;3496;6392;9539;12225;15289;18246;20983
