Территории;"январь 2006";"февраль 2006";"март 2006";"апрель 2006";"май 2006";"июнь 2006";"июль 2006";"август 2006";"сентябрь 2006";"октябрь 2006";"ноябрь 2006";"декабрь 2006";"январь 2007";"февраль 2007";"март 2007";"апрель 2007";"май 2007";"июнь 2007";"июль 2007";"август 2007";"сентябрь 2007";"октябрь 2007";"ноябрь 2007";"декабрь 2007";"январь 2008";"февраль 2008";"март 2008";"апрель 2008";"май 2008";"июнь 2008";"июль 2008";"август 2008";"сентябрь 2008";"октябрь 2008";"ноябрь 2008";"декабрь 2008";"январь 2009";"февраль 2009";"март 2009";"апрель 2009";"май 2009";"июнь 2009";"июль 2009";"август 2009";"сентябрь 2009";"октябрь 2009";"ноябрь 2009";"декабрь 2009";"январь 2010";"февраль 2010";"март 2010";"апрель 2010";"май 2010";"июнь 2010";"июль 2010";"август 2010";"сентябрь 2010";"октябрь 2010";"ноябрь 2010";"декабрь 2010";"январь 2011";"февраль 2011";"март 2011";"апрель 2011";"май 2011";"июнь 2011";"июль 2011";"август 2011";"сентябрь 2011";"октябрь 2011";"ноябрь 2011";"декабрь 2011";"январь 2012";"февраль 2012";"март 2012";"апрель 2012";"май 2012";"июнь 2012";"июль 2012";"август 2012";"сентябрь 2012";"октябрь 2012";"ноябрь 2012";"декабрь 2012";"январь 2013";"февраль 2013";"март 2013";"апрель 2013";"май 2013";"июнь 2013";"июль 2013";"август 2013";"сентябрь 2013";"октябрь 2013";"ноябрь 2013";"декабрь 2013";"январь 2014";"февраль 2014";"март 2014";"апрель 2014";"май 2014";"июнь 2014";"июль 2014";"август 2014";"сентябрь 2014";"октябрь 2014";"ноябрь 2014";"декабрь 2014";"январь 2015";"февраль 2015";"март 2015";"апрель 2015";"май 2015";"июнь 2015";"июль 2015";"август 2015";"сентябрь 2015";"октябрь 2015";"ноябрь 2015";"декабрь 2015";"январь 2016";"февраль 2016";"март 2016";"апрель 2016";"май 2016";"июнь 2016";"июль 2016";"август 2016";"сентябрь 2016";"октябрь 2016";"ноябрь 2016";"декабрь 2016";"январь 2017";"февраль 2017";"март 2017";"апрель 2017";"май 2017";"июнь 2017";"июль 2017"
"    Липецкая область";787;1664;2634;3504;4493;5438;6405;7459;8395;9387;10344;11218;986;1907;2895;3735;4729;5717;6726;7915;8859;10021;10981;11985;1010;1994;2870;3912;4918;5820;7042;8214;9257;10455;11461;12604;976;1939;3074;4096;5049;6104;7294;8409;9528;10624;11603;12678;936;1947;3103;4111;5038;6209;7335;8496;9606;10664;11753;12798;930;1835;2954;3858;4753;5835;6911;8180;9356;10410;11453;12545;952;1999;3104;4100;5287;6326;7623;8947;9999;11310;12532;13546;1117;2142;3187;4232;5266;6290;7599;8727;9794;11080;12060;13167;1088;2134;3121;4217;5318;6356;7713;8948;10168;11393;12353;13450;1056;2116;3153;4270;5238;6433;7774;8936;10141;11273;12281;13468;937;1951;3134;4124;5235;6378;7540;8767;9936;10989;12085;13103;949;1815;2820;3640;4580;5622;6674
"    Московская область";4588;9162;14561;19068;24339;29617;34938;40621;45650;50927;55651;60484;4923;9579;14711;19295;24675;30062;35969;41825;46852;52845;58123;63453;5341;10808;16339;22063;27475;32987;39447;45639;52013;58577;64087;70385;5472;11134;17519;23527;29270;35769;42610;49171;55668;62014;67817;74138;5519;11347;18403;24564;30830;37770;44525;51427;57431;64163;70524;76952;5785;11648;18150;23883;29691;36075;43345;51170;57751;64728;71547;78548;6122;12670;19833;26299;33371;40728;48087;54979;61805;69433;76554;83382;6532;12881;19427;26087;33013;40063;48107;55986;62839;71072;78152;85386;6775;13616;20269;27629;35279;42413;51176;59121;66778;75326;82497;90041;7130;14073;21509;29064;36600;44699;53929;61985;70082;78762;86009;94688;6691;13950;22430;30325;38339;47242;55815;64804;73005;80853;88855;96808;6697;13198;21031;27635;35186;43080;51114
"    Орловская область";622;1209;1890;2475;3145;3777;4388;5105;5730;6359;6949;7478;649;1267;1904;2434;3109;3734;4485;5203;5832;6615;7259;7914;673;1318;1960;2626;3317;3999;4806;5487;6224;7003;7613;8345;664;1338;2073;2783;3391;4036;4819;5527;6252;7020;7684;8447;623;1309;2117;2840;3492;4230;5008;5782;6522;7238;7923;8673;677;1276;2040;2567;3181;3896;4603;5360;6111;6835;7502;8237;668;1368;2122;2761;3503;4175;4968;5742;6462;7289;7982;8650;757;1373;1990;2719;3393;4077;4929;5655;6380;7214;7874;8604;651;1325;1977;2655;3394;4055;4922;5570;6347;7124;7711;8434;623;1255;1998;2727;3299;4049;4899;5647;6398;7166;7850;8569;656;1319;2043;2651;3400;4134;4833;5646;6353;7013;7701;8298;544;1105;1716;2208;2813;3435;4088
"    Рязанская область";812;1579;2435;3197;4079;4925;5771;6740;7594;8493;9312;10049;889;1666;2550;3316;4280;5144;6082;7202;8119;9112;10037;10953;975;1902;2729;3687;4601;5571;6719;7709;8665;9718;10663;11709;1009;1925;2926;3883;4753;5644;6813;7800;8863;9890;10710;11650;939;1861;2919;3895;4738;5787;6823;7872;8940;9942;10893;11915;865;1780;2873;3678;4489;5474;6542;7664;8739;9692;10749;11775;884;1896;2924;3796;4857;5871;6930;8123;9134;10247;11365;12351;1034;1973;2925;3861;4985;5977;7143;8250;9291;10445;11409;12361;1052;1962;2855;3869;4919;5877;7184;8255;9322;10517;11472;12515;1039;2030;2966;4019;5012;6000;7300;8324;9341;10486;11474;12633;922;1900;3056;4072;5051;6289;7428;8656;9776;10767;11811;12801;880;1758;2743;3555;4513;5537;6468
"    Смоленская область";699;1373;2166;2846;3582;4377;5094;5889;6610;7414;8159;8816;777;1484;2289;3025;3880;4650;5428;6288;7043;7879;8637;9436;806;1561;2295;3118;3912;4649;5638;6546;7440;8355;9109;9950;794;1558;2515;3448;4218;5188;6079;6997;7920;8760;9584;10497;772;1580;2485;3328;4142;5013;5962;6875;7720;8563;9409;10274;806;1592;2516;3255;3986;4793;5711;6755;7666;8521;9384;10229;802;1565;2448;3172;4073;4894;5934;6891;7710;8616;9495;10289;817;1580;2402;3249;4107;4933;5898;6828;7726;8676;9463;10346;877;1632;2409;3242;4094;5005;5995;6860;7813;8717;9514;10412;788;1541;2369;3220;3962;4958;5922;6801;7710;8555;9310;10190;717;1503;2357;3153;4043;4874;5745;6706;7455;8258;9083;9858;646;1296;2064;2697;3472;4238;5035
"    Тамбовская область";728;1421;2283;2995;3784;4605;5416;6256;7005;7823;8538;9208;799;1490;2331;3059;3903;4686;5549;6485;7282;8236;9074;9855;895;1654;2463;3289;4018;4861;5853;6709;7573;8511;9294;10190;824;1625;2463;3305;4096;4963;5922;6789;7683;8573;9336;10176;824;1619;2524;3334;4141;5037;5985;6886;7763;8606;9476;10337;829;1577;2465;3186;3942;4768;5662;6660;7560;8427;9239;10056;802;1673;2537;3316;4173;5012;5995;6935;7753;8698;9601;10394;863;1625;2418;3250;4097;4856;5931;6894;7722;8703;9468;10308;856;1600;2447;3301;4160;4961;6063;6950;7839;8792;9554;10453;809;1614;2502;3299;4154;4994;5958;6889;7795;8759;9528;10366;767;1598;2436;3177;4019;4926;5782;6797;7623;8436;9280;10038;764;1453;2220;2860;3572;4360;5156
"    Тверская область";1010;2059;3258;4250;5421;6558;7703;8858;10040;11191;12256;13289;1085;2098;3323;4362;5631;6777;8025;9321;10412;11732;12917;14117;1209;2433;3601;4796;5974;7117;8524;9796;11074;12373;13480;14811;1144;2234;3605;4911;6157;7443;8814;10035;11364;12662;13804;15108;1073;2189;3575;4750;5886;7231;8585;9969;11159;12343;13577;14810;1096;2200;3463;4576;5689;6899;8280;9721;11028;12270;13506;14814;1185;2370;3669;4858;6146;7441;8855;10317;11536;12982;14243;15476;1296;2484;3683;4948;6136;7330;8756;10074;11268;12755;13896;15094;1196;2365;3450;4666;5871;7097;8535;9860;11175;12476;13606;14860;1158;2287;3522;4635;5772;7056;8517;9870;11084;12347;13508;14780;1060;2203;3557;4737;5890;7260;8607;9931;11160;12303;13421;14552;978;1946;3139;4060;5181;6324;7461
"    Тульская область";977;1946;3043;4079;5154;6194;7276;8457;9513;10640;11682;12662;1055;1993;3101;4076;5203;6186;7265;8522;9624;10912;11996;13070;1188;2238;3269;4450;5575;6648;7961;9129;10419;11798;12946;14148;1155;2314;3591;4863;5923;7173;8580;9821;11171;12430;13534;14773;1088;2222;3559;4773;5918;7199;8529;9869;11019;12268;13525;14737;1089;2172;3514;4572;5692;6911;8152;9630;10884;12146;13392;14588;1181;2449;3678;4828;6140;7371;8831;10307;11659;13124;14351;15499;1208;2399;3607;4821;5996;7171;8693;10013;11222;12601;13828;15110;1163;2309;3451;4680;6051;7203;8678;10067;11412;12829;13969;15206;1161;2305;3616;4919;6196;7631;9148;10511;11907;13295;14437;15814;1148;2350;3758;5063;6313;7722;8975;10466;11724;12877;14137;15295;1145;2117;3367;4395;5492;6668;7806
"    Ярославская область";950;1924;3039;3951;5045;6102;7184;8344;9324;10414;11411;12380;1007;1920;2934;3889;5125;6183;7387;8566;9593;10878;11929;13035;1165;2203;3298;4395;5497;6603;7938;9126;10347;11542;12528;13687;1126;2254;3514;4630;5803;7020;8344;9603;10832;12026;13169;14343;1009;2060;3359;4504;5694;6998;8294;9655;10786;11916;13057;14287;1207;2259;3441;4477;5566;6742;8004;9361;10612;11763;12978;14157;1168;2368;3609;4724;6007;7231;8639;10092;11343;12750;13944;15144;1273;2424;3559;4872;6116;7352;8902;10223;11511;12921;14054;15372;1157;2292;3540;4787;5934;7214;8694;10068;11472;12780;13900;15191;1082;2108;3374;4650;5909;7366;8818;10234;11580;12870;14113;15472;1092;2294;3664;4845;6179;7541;8804;10344;11666;12926;14170;15299;1119;2083;3258;4220;5381;6556;7701
"    г.Москва";6728;13674;21944;29301;37300;45508;53595;62459;70173;78373;86365;94055;7550;14761;23512;30822;39557;47948;56593;66011;74131;83452;91836;100771;8226;16376;24548;33432;42391;50560;61131;70543;79896;90130;98520;107779;8528;16999;26738;36293;45482;55221;66018;75694;86190;96685;105424;115786;9166;18185;29078;39172;48591;59807;71243;81509;91604;102340;112584;123142;9094;18356;29133;38518;47563;58167;69482;81534;92114;102642;113709;124594;9878;20246;31270;40686;52102;63333;75528;89177;100085;112322;123719;134653;10765;20613;31731;42677;54020;65256;78032;90275;100721;113554;124827;136021;10607;20742;31391;42833;54320;65702;78931;90954;102639;115348;125926;137583;10737;21060;32281;43982;55251;67119;80746;93302;105569;118444;130020;142390;10670;22049;34457;46185;58280;71192;84117;97661;109397;121570;133483;145252;10429;20550;32042;42505;53951;65382;77585
"  Северо-Западный федеральный округ";9807;19512;31187;41333;52404;63391;74485;86438;97068;108060;118544;128854;10327;20182;31915;42191;54226;65827;77939;90877;101835;114592;125778;137155;11795;22998;34424;46582;58107;69542;83447;95882;108264;121429;132375;145046;11378;22720;35802;48862;61049;74228;88150;100961;114059;127100;138674;151733;11310;22905;36847;49703;61968;75686;89739;103139;116193;129073;141371;155099;11593;23053;36660;48544;60082;73290;86906;101942;115631;129165;142422;156109;12144;25066;39188;51698;65734;79690;94670;110000;123573;138923;152612;166233;13600;26147;39294;53356;67052;80742;96229;111225;124757;140407;153978;167879;12809;25556;38983;53162;67408;81495;98008;112706;127124;142638;155576;170332;13185;25839;39839;54350;67702;82550;99051;113985;128953;144426;157994;173468;12816;26234;41375;55495;70203;85620;101003;117298;131296;145273;159099;172949;12366;23936;37630;49715;63138;76309;90114
"    Республика Карелия";529;1072;1670;2266;2841;3436;4051;4678;5213;5815;6381;6941;559;1095;1691;2245;2905;3508;4238;4912;5454;6131;6683;7291;616;1234;1852;2526;3100;3737;4485;5159;5823;6494;7046;7705;597;1187;1885;2534;3160;3887;4569;5259;5958;6620;7206;7875;587;1181;1888;2542;3151;3835;4511;5224;5883;6530;7145;7821;558;1090;1771;2377;2971;3665;4331;5144;5831;6484;7100;7711;617;1226;1915;2565;3238;3866;4637;5318;5936;6705;7367;7980;659;1248;1827;2460;3065;3639;4366;5026;5681;6384;6939;7603;641;1220;1829;2502;3156;3837;4536;5187;5836;6578;7172;7842;579;1134;1777;2426;2988;3678;4395;5089;5734;6430;7054;7731;554;1142;1797;2401;3063;3770;4452;5167;5755;6391;6932;7505;512;972;1548;2055;2660;3237;3823
"    Республика Коми";813;1670;2685;3575;4530;5400;6313;7333;8214;9135;9982;10847;930;1744;2702;3617;4595;5558;6574;7643;8562;9658;10562;11491;951;1823;2740;3749;4665;5572;6681;7667;8710;9806;10715;11735;938;1836;2953;3955;4887;5993;7012;7949;9042;9998;10877;11904;890;1751;2889;3870;4840;5910;6841;7883;8848;9731;10706;11693;887;1756;2828;3740;4661;5646;6635;7765;8724;9729;10681;11715;990;2048;3033;3996;5077;6054;7105;8232;9243;10401;11384;12370;1105;2096;3072;4168;5193;6180;7382;8411;9429;10574;11507;12493;978;1916;2920;3971;5014;6014;7167;8169;9259;10355;11242;12319;903;1800;2807;3779;4705;5825;6831;7840;8875;9856;10735;11797;876;1760;2803;3742;4688;5711;6628;7647;8549;9475;10342;11239;844;1622;2473;3167;4028;4852;5694
"    Архангельская область";1136;2181;3441;4574;5775;6922;8256;9553;10659;11863;12938;13991;1185;2305;3563;4672;6043;7304;8672;10082;11241;12634;13819;15088;1295;2497;3711;4990;6220;7437;8926;10202;11551;12886;13970;15271;1137;2320;3657;5076;6232;7611;9031;10297;11616;12880;14112;15461;1145;2274;3657;4913;6147;7510;8905;10303;11591;12887;14180;15514;1119;2210;3523;4670;5830;7035;8258;9709;11049;12365;13608;14894;1141;2364;3647;4821;6140;7487;8830;10257;11450;12920;14208;15470;1247;2392;3558;4885;6143;7397;8827;10151;11475;12844;13996;15295;1165;2293;3543;4798;5993;7306;8707;10011;11298;12602;13735;15048;1112;2154;3320;4579;5735;6987;8427;9674;10994;12261;13348;14670;1082;2131;3458;4622;5798;7078;8306;9575;10716;11820;12960;14121;958;1891;3008;3983;5054;6113;7161
"      Ненецкий автономный округ";51;94;147;205;239;286;341;402;447;504;540;595;40;92;155;211;267;311;382;441;502;549;586;650;54;115;167;216;293;343;407;461;524;571;632;694;55;113;182;241;290;352;411;471;525;580;635;685;80;134;194;254;308;377;430;495;539;596;653;708;57;113;176;244;299;336;383;441;491;540;590;641;65;105;156;219;264;332;406;485;550;607;684;740;70;119;166;230;287;344;420;493;565;614;654;711;41;98;146;210;276;328;381;448;522;594;651;717;64;106;163;237;299;352;426;499;560;616;685;762;58;118;188;252;310;361;446;515;582;644;726;808;53;99;159;221;279;325;384
"      Архангельская область (кроме Ненецкого автономного округа)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1124;2195;3397;4588;5717;6978;8326;9563;10776;12008;13084;14331;1048;2048;3157;4342;5436;6635;8001;9175;10434;11645;12663;13908;1024;2013;3270;4370;5488;6717;7860;9060;10134;11176;12234;13313;905;1792;2849;3762;4775;5788;6777
"    Вологодская область";1015;1980;3158;4260;5477;6629;7702;8996;10114;11200;12303;13443;1018;2057;3226;4274;5469;6628;7897;9196;10366;11657;12922;14075;1200;2371;3565;4784;5933;7172;8561;9882;11121;12465;13505;14714;1162;2301;3739;5043;6207;7542;8850;10125;11423;12797;13916;15181;1087;2186;3577;4840;6031;7376;8823;10123;11360;12586;13781;15112;1160;2320;3675;4886;6038;7291;8662;10157;11545;12926;14158;15525;1211;2588;4008;5348;6708;8044;9572;11154;12450;13966;15340;16678;1426;2610;3898;5330;6641;8020;9481;10949;12303;13804;15164;16543;1219;2439;3775;5197;6526;7856;9393;10772;12177;13584;14758;16174;1246;2506;3877;5206;6475;7938;9511;10890;12258;13654;14923;16381;1104;2372;3767;5025;6448;7910;9357;10914;12137;13329;14474;15729;1070;2132;3348;4443;5651;6777;8011
"    Калининградская область";715;1369;2183;2879;3657;4359;5148;6061;6770;7587;8367;9106;827;1515;2336;3057;3932;4754;5684;6635;7487;8497;9308;10087;993;1777;2577;3540;4308;5147;6216;7111;8004;8970;9773;10730;749;1628;2584;3470;4311;5269;6257;7227;8169;9104;9926;10801;789;1601;2589;3457;4266;5243;6293;7174;8105;9014;9837;10698;860;1611;2594;3404;4214;5136;6082;7259;8252;9208;10171;11068;888;1792;2738;3593;4619;5573;6729;7867;8743;9845;10780;11753;1051;2021;2969;3927;4875;5795;6848;7921;8868;10034;10988;11969;972;1978;2887;3915;4868;5829;7026;8100;9132;10265;11172;12194;969;1929;2935;3995;4902;5901;7092;8156;9267;10397;11319;12413;886;1837;2933;3875;4874;5897;6945;8157;9210;10140;11162;12179;895;1755;2749;3570;4449;5298;6193
"    Ленинградская область";1006;2047;3174;4146;5333;6384;7559;8764;9831;10980;12016;12976;1034;2070;3187;4268;5438;6572;7727;8985;10039;11386;12488;13597;1180;2288;3410;4560;5692;6850;8193;9319;10599;11874;12961;14299;1155;2280;3592;4853;6038;7391;8717;10100;11406;12557;13769;15068;1098;2275;3745;4974;6183;7467;8811;10129;11381;12568;13785;15035;1135;2245;3452;4524;5678;6971;8286;9792;11091;12399;13673;14844;1193;2414;3680;4946;6253;7499;8950;10361;11608;13150;14376;15611;1267;2458;3623;4952;6220;7388;8861;10232;11569;13015;14262;15640;1176;2401;3598;4938;6270;7631;9246;10593;11994;13372;14602;16016;1194;2359;3814;5142;6299;7726;9148;10592;12046;13425;14759;16105;1139;2485;3938;5217;6683;8174;9474;11128;12422;13742;15085;16336;1194;2324;3620;4800;6173;7405;8740
"    Мурманская область";715;1384;2127;2782;3502;4226;4907;5659;6421;7154;7863;8548;614;1245;2019;2705;3490;4270;5048;5840;6546;7333;8026;8754;759;1445;2196;3005;3726;4415;5279;6005;6825;7619;8330;9136;722;1415;2161;2898;3676;4508;5295;6017;6805;7588;8231;9063;717;1447;2292;3066;3764;4572;5344;6114;6881;7725;8464;9303;708;1361;2216;2887;3654;4390;5138;5949;6745;7513;8313;9091;722;1470;2232;2877;3660;4449;5236;6016;6821;7726;8495;9225;749;1420;2165;2944;3709;4486;5335;6068;6798;7708;8449;9201;755;1420;2142;2966;3699;4447;5307;6054;6857;7600;8298;9069;757;1461;2238;2966;3683;4491;5249;6012;6850;7585;8275;9099;690;1371;2142;2884;3570;4318;5050;5809;6548;7227;7935;8566;640;1236;1964;2543;3254;3938;4575
"    Новгородская область";447;959;1572;2101;2646;3189;3763;4388;4937;5490;5971;6491;524;985;1593;2123;2756;3358;3949;4632;5196;5836;6390;6966;559;1104;1643;2229;2806;3324;3973;4598;5202;5818;6334;6912;572;1075;1707;2329;2945;3553;4213;4873;5475;6067;6572;7195;502;1057;1654;2251;2821;3463;4124;4736;5301;5913;6537;7248;487;1021;1620;2144;2672;3272;3908;4644;5249;5793;6417;7222;420;1016;1679;2214;2833;3456;4142;4843;5431;6158;6765;7480;521;1057;1651;2289;2905;3487;4239;4908;5469;6182;6732;7489;436;936;1477;2072;2702;3305;4049;4696;5348;6063;6621;7299;557;1110;1688;2280;2833;3547;4229;4884;5485;6152;6703;7364;527;1109;1717;2332;2951;3586;4218;4901;5501;6060;6643;7255;435;940;1488;1984;2496;3035;3648
"    Псковская область";507;1013;1548;2034;2641;3188;3700;4293;4822;5357;5891;6418;547;1024;1612;2124;2711;3217;3805;4477;5058;5705;6262;6831;621;1187;1777;2364;2915;3431;4115;4752;5350;5949;6450;7069;582;1132;1765;2378;2956;3552;4248;4792;5397;6065;6563;7192;532;1051;1680;2251;2856;3484;4077;4697;5320;5895;6474;7062;540;1062;1689;2183;2707;3292;3885;4598;5230;5812;6430;7035;576;1167;1793;2311;2963;3492;4173;4862;5472;6148;6718;7323;591;1109;1656;2300;2936;3476;4191;4813;5369;6065;6677;7272;586;1126;1697;2287;2902;3454;4170;4761;5366;6030;6538;7156;526;1089;1678;2272;2807;3396;4096;4755;5379;5988;6554;7183;517;1043;1657;2226;2846;3531;4153;4855;5408;5986;6621;7140;494;985;1546;1999;2524;3056;3546
"    г.Санкт-Петербург";2924;5837;9629;12716;16002;19658;23086;26713;30087;33479;36832;40093;3089;6142;9986;13106;16887;20658;24345;28475;31886;35755;39318;42975;3621;7272;10953;14835;18742;22457;27018;31187;35079;39548;43291;47475;3764;7546;11759;16326;20637;24922;29958;34322;38768;43424;47502;51993;3963;8082;12876;17539;21909;26826;32010;36756;41523;46224;50462;55613;4139;8377;13292;17729;21657;26592;31721;36925;41915;46936;51871;57004;4386;8981;14463;19027;24243;29770;35296;41090;46419;51904;57179;62343;4984;9736;14875;20101;25365;30874;36699;42746;47796;53797;59264;64374;4881;9827;15115;20516;26278;31816;38407;44363;49857;56189;61438;67215;5342;10297;15705;21705;27275;33061;40073;46093;52065;58678;64324;70725;5441;10984;17163;23171;29282;35645;42420;49145;55050;61103;66945;72879;5324;10079;15886;21171;26849;32598;38723
"  Южный федеральный округ";19943;40782;63467;83042;104622;125905;147870;174208;197800;221408;244668;265920;23865;46467;69165;89624;112753;134162;159982;188377;214207;243024;269545;294750;26877;51530;75021;99755;122972;146501;176112;204883;233316;264391;290007;317694;26326;50710;77130;101869;125684;151240;181203;209766;238607;268128;293450;321879;12581;25074;38740;51206;63581;78088;93032;108106;121997;136164;150242;164334;12337;24481;38508;49790;61494;74317;88853;105240;120007;134190;149287;163398;13416;27174;41113;53301;67179;80901;97037;113805;128568;145804;160430;174215;14963;27982;41076;54036;67419;80488;97442;113797;128015;145596;160145;174646;14448;28560;41817;56008;70141;83390;101166;117594;133463;150419;164063;179596;14435;27672;41959;55855;69217;84116;117498;135735;155281;174318;189851;208533;15577;31136;48801;64305;79799;96363;114456;134347;152315;168769;186221;203055;14752;28233;43959;56369;70569;85578;101198
"    Республика Адыгея";362;677;1057;1408;1769;2141;2534;3017;3421;3869;4265;4625;407;755;1153;1488;1855;2242;2738;3199;3662;4194;4678;5107;488;901;1281;1699;2104;2489;3073;3568;4089;4654;5117;5634;471;915;1333;1778;2179;2651;3172;3648;4128;4619;5054;5544;429;870;1352;1749;2161;2639;3150;3684;4161;4686;5205;5721;408;839;1334;1715;2095;2540;3004;3540;4042;4503;5019;5511;441;901;1371;1766;2196;2646;3192;3723;4215;4721;5228;5656;530;960;1386;1773;2190;2587;3130;3668;4141;4711;5164;5637;440;861;1248;1692;2128;2523;3077;3645;4150;4704;5156;5692;464;887;1378;1795;2220;2613;3119;3617;4156;4665;5102;5613;441;879;1361;1791;2208;2632;3082;3601;4084;4495;4991;5451;406;758;1163;1495;1875;2278;2673
"    Республика Калмыкия";313;594;939;1202;1563;1915;2248;2592;2896;3230;3505;3809;367;670;959;1239;1578;1879;2264;2666;3044;3461;3820;4147;366;653;999;1297;1453;2017;2433;2800;3196;3600;3948;4341;360;664;963;1306;1701;2055;2485;2838;3242;3632;3944;4304;337;709;1106;1407;1754;2154;2511;2913;3290;3658;4036;4417;318;632;1010;1321;1630;1976;2341;2749;3125;3469;3840;4194;344;674;1038;1362;1723;2106;2486;2904;3232;3618;3948;4257;362;668;990;1308;1629;1927;2340;2695;3053;3470;3826;4138;348;664;953;1287;1596;1889;2244;2618;2974;3332;3635;3977;320;613;897;1218;1502;1770;2134;2485;2867;3188;3479;3823;293;553;857;1139;1418;1715;2031;2353;2638;2926;3213;3492;240;460;717;956;1181;1420;1667
"    Республика Крым";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5317;7332;9202;11030;13387;15827;18093;20457;22338;24330;1674;3571;5435;7357;9181;11114;13445;15539;17690;20158;21746;23951;1764;3471;5460;7286;8948;10777;12848;15186;17274;19195;21197;22995;1675;3176;5034;6504;8147;9810;11650
"    Краснодарский край";4162;8124;12688;16419;20542;24704;29152;34623;39261;44086;48656;52957;4577;8807;13257;17193;21769;25835;30965;36856;41728;47437;52518;57570;5295;9815;14234;18993;23626;28045;34106;39926;45595;51705;56862;62221;5556;10364;15596;20150;25066;30116;35975;41784;47766;53389;58386;63752;5117;9884;15057;19828;24655;30239;36058;41859;47174;52705;58275;63745;4851;9693;15080;19434;23936;28664;34248;40631;46551;52164;58166;63864;5431;10897;16290;20982;26328;31658;38143;44851;50799;57841;63505;69031;5933;11184;16320;21449;26635;32045;38903;45458;51167;58416;64396;70245;6003;11619;16955;22658;28499;33822;41060;47877;54523;61537;67227;73571;6170;11570;17476;22924;28389;34422;41380;47913;54876;61787;67480;74172;5748;11538;17800;23435;28884;34768;41244;48339;54959;60927;67163;73806;5514;10363;16154;20637;25653;31082;36909
"    Астраханская область";945;1920;2967;3837;4882;5893;6885;8153;9209;10332;11403;12357;1064;2039;3053;3941;5071;6083;7312;8663;9800;11133;12224;13370;1214;2357;3440;4565;5572;6580;7956;9201;10444;11798;12944;14200;1212;2335;3546;4605;5674;6849;8240;9511;10815;12158;13090;14350;1073;2228;3423;4505;5597;6850;8131;9443;10688;11940;13135;14355;1053;2100;3305;4323;5373;6588;7890;9311;10548;11819;13172;14378;1158;2353;3669;4696;5954;7095;8545;9944;11297;12845;14099;15304;1352;2440;3610;4713;5903;6993;8449;9741;10947;12556;13814;15042;1325;2541;3737;4952;6159;7242;8801;10111;11355;12756;13886;15216;1225;2361;3551;4752;5824;7014;8444;9629;11070;12433;13537;14875;1172;2270;3541;4577;5761;6860;8192;9582;10779;11964;13231;14270;1077;1981;3014;3865;4850;5856;6837
"    Волгоградская область";1959;3992;6163;8073;10284;12416;14552;17054;19308;21658;23810;25871;2210;4252;6451;8415;10743;12906;15415;18060;20457;23136;25602;27852;2535;4778;6891;9226;11500;13827;16682;19312;21840;24648;26969;29508;2409;4714;7300;9660;11864;14392;17142;19695;22309;24815;27169;29632;2229;4519;7075;9390;11549;14226;16854;19610;22084;24535;27034;29532;2166;4299;6832;8821;10981;13350;15949;18924;21393;23975;26560;28966;2361;4705;7176;9352;11840;14242;16992;19926;22399;25255;27818;30252;2566;4846;7143;9376;11818;14011;16883;19755;22132;24895;27240;29844;2255;4616;6870;9308;11622;13904;16900;19476;22046;24914;27100;29577;2274;4562;6895;9351;11635;14204;16957;19475;22194;24703;26880;29482;2008;4200;6774;8887;11172;13649;16199;19041;21511;23793;26212;28388;2055;3940;6120;7851;9899;12011;14250
"    Ростовская область";3054;6128;9531;12538;15923;19291;22673;26806;30280;34037;37425;40673;3405;6739;10147;13132;16672;19909;23889;28101;31808;36040;39783;43459;3820;7436;10658;14130;17631;20972;25525;29755;33898;38326;41905;45910;3749;7259;11041;14650;18096;21753;26283;30337;34633;38845;42296;46338;3396;6864;10727;14327;17865;21980;26328;30597;34600;38640;42557;46564;3541;6918;10947;14176;17479;21199;25421;30085;34348;38260;42530;46485;3681;7644;11569;15143;19138;23154;27679;32457;36626;41524;45832;49715;4220;7884;11627;15417;19244;22925;27737;32480;36575;41548;45705;49740;4077;8259;12054;16111;20137;24010;29084;33867;38415;43176;47059;51563;3982;7679;11762;15815;19647;24093;29052;33650;38396;42864;46675;51146;3742;7429;11691;15402;19228;23334;27781;32663;37034;40968;45226;49244;3406;6780;10576;13548;17034;20768;24486
"    г. Севастополь";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1057;1497;1865;2236;2726;3159;3627;4066;4415;4881;333;739;1224;1656;2042;2459;2967;3427;4032;4520;4952;5471;409;796;1317;1788;2180;2628;3079;3582;4036;4501;4988;5409;379;775;1181;1513;1930;2353;2726
