Территории;"январь 2006";"февраль 2006";"март 2006";"апрель 2006";"май 2006";"июнь 2006";"июль 2006";"август 2006";"сентябрь 2006";"октябрь 2006";"ноябрь 2006";"декабрь 2006";"январь 2007";"февраль 2007";"март 2007";"апрель 2007";"май 2007";"июнь 2007";"июль 2007";"август 2007";"сентябрь 2007";"октябрь 2007";"ноябрь 2007";"декабрь 2007";"январь 2008";"февраль 2008";"март 2008";"апрель 2008";"май 2008";"июнь 2008";"июль 2008";"август 2008";"сентябрь 2008";"октябрь 2008";"ноябрь 2008";"декабрь 2008";"январь 2009";"февраль 2009";"март 2009";"апрель 2009";"май 2009";"июнь 2009";"июль 2009";"август 2009";"сентябрь 2009";"октябрь 2009";"ноябрь 2009";"декабрь 2009";"январь 2010";"февраль 2010";"март 2010";"апрель 2010";"май 2010";"июнь 2010";"июль 2010";"август 2010";"сентябрь 2010";"октябрь 2010";"ноябрь 2010";"декабрь 2010";"январь 2011";"февраль 2011";"март 2011";"апрель 2011";"май 2011";"июнь 2011";"июль 2011";"август 2011";"сентябрь 2011";"октябрь 2011";"ноябрь 2011";"декабрь 2011";"январь 2012";"февраль 2012";"март 2012";"апрель 2012";"май 2012";"июнь 2012";"июль 2012";"август 2012";"сентябрь 2012";"октябрь 2012";"ноябрь 2012";"декабрь 2012";"январь 2013";"февраль 2013";"март 2013";"апрель 2013";"май 2013";"июнь 2013";"июль 2013";"август 2013";"сентябрь 2013";"октябрь 2013";"ноябрь 2013";"декабрь 2013";"январь 2014";"февраль 2014";"март 2014";"апрель 2014";"май 2014";"июнь 2014";"июль 2014";"август 2014";"сентябрь 2014";"октябрь 2014";"ноябрь 2014";"декабрь 2014";"январь 2015";"февраль 2015";"март 2015";"апрель 2015";"май 2015";"июнь 2015";"июль 2015";"август 2015";"сентябрь 2015";"октябрь 2015";"ноябрь 2015";"декабрь 2015";"январь 2016";"февраль 2016";"март 2016";"апрель 2016";"май 2016";"июнь 2016";"июль 2016";"август 2016";"сентябрь 2016";"октябрь 2016";"ноябрь 2016";"декабрь 2016";"январь 2017";"февраль 2017";"март 2017";"апрель 2017";"май 2017";"июнь 2017";"июль 2017"
"    Республика Татарстан";1367;2921;4837;6932;7610;10200;13309;17997;22112;23862;25841;27997;1532;3293;5272;7763;8508;11413;15139;20408;24230;26555;29243;32795;1452;3093;5258;7048;8090;10964;14098;20196;22791;25407;27471;29497;1649;3560;5276;7619;8392;11187;14879;19744;22761;25469;27273;29392;1601;3259;4822;7641;8409;11325;16328;20346;24104;27055;29254;31435;1647;3405;5439;7829;8721;12396;17647;21164;26419;29505;32570;36070;1412;3052;4851;7248;8199;12377;16411;21146;25739;28304;30592;33123;1622;3417;5932;7879;8955;13443;16674;22345;26754;29312;31423;33574;1602;3594;5370;7742;8885;12913;16186;21884;25890;28510;30396;32535;1518;3168;4620;6939;8031;11201;14804;19924;23700;26192;27994;30571;1212;2603;4260;5865;6937;9655;13522;17524;20781;22600;24121;25777;1351;2908;4394;6382;7281;9792;14158
"    Удмуртская Республика";545;1159;1934;2704;2943;4075;5405;7019;8569;9439;10244;11073;565;1241;1999;2945;3180;4459;6122;8027;9622;10675;11847;13344;521;1120;1931;2681;3063;4292;5573;7829;9137;10104;11028;11793;645;1437;2104;3030;3396;4620;6192;8154;9576;10671;11521;12406;690;1395;2120;3330;3669;4930;6817;8767;10306;11438;12283;13132;620;1347;2155;3162;3543;4891;6729;8813;10683;11803;13105;14577;575;1278;2003;2875;3315;4767;6389;8413;9907;10825;11704;12685;551;1249;2088;2882;3323;4876;6485;8600;10054;10970;11821;12665;599;1455;2186;3115;3555;4948;6582;8635;9960;10911;11680;12549;543;1156;1725;2630;2985;4165;5713;7498;8771;9589;10337;11400;351;841;1439;1976;2312;3397;4693;5963;6969;7557;8089;8604;479;1077;1654;2360;2690;3807;5309
"    Чувашская Республика";511;1167;1661;2192;2486;3256;4280;5677;7019;7731;8621;9147;545;1238;1633;2451;2759;3597;4896;6425;7880;8752;9992;10906;477;1002;1647;2033;2431;3377;4347;5957;7111;7972;8808;9325;528;1288;1662;2249;2592;3431;4447;5904;7024;7788;8573;9027;535;1045;1383;2297;2643;3353;4702;6040;7241;8122;8908;9369;482;1113;1594;2163;2500;3510;4768;6191;7689;8699;9876;10765;403;993;1339;2006;2345;3222;4405;5907;7222;7898;8688;9249;444;987;1683;1961;2352;3473;4639;6202;7488;8164;8829;9286;466;1116;1579;2160;2542;3458;4664;6329;7462;8153;8796;9271;482;1077;1370;2035;2374;3177;4357;5737;6774;7433;8183;8803;340;768;1192;1434;1779;2586;3620;4606;5415;5904;6325;6641;350;884;1192;1691;1953;2672;3846
"    Пермский край";955;2043;3418;4785;5244;7189;9277;11932;14387;15871;17307;18839;1026;2236;3585;5296;5789;7815;10487;13559;15969;17813;19964;22482;907;2233;3620;4989;5668;7732;9854;13591;15745;17499;19017;20599;1131;2653;3974;5756;6371;8594;11256;14132;16768;18752;20271;21887;1180;2496;3906;6069;6673;9019;12137;15133;17744;19805;21473;23193;1098;2560;4052;5742;6405;9015;12411;15689;18906;20785;23366;25963;995;2331;3623;5376;6101;8850;11752;15245;17730;19379;21159;23083;1075;2515;4383;5970;6750;9403;12417;16098;18648;20386;22126;23772;1179;2853;4156;5911;6648;9188;12063;15647;18117;19956;21460;23139;1073;2323;3543;5226;5905;8162;11134;14077;16276;17877;19413;21657;833;2001;3196;4351;5006;7031;9598;12015;13962;15200;16438;17566;968;2275;3568;4941;5621;7779;10763
"    Кировская область";487;1048;1758;2545;2815;3819;4999;6435;7719;8500;9235;10059;456;1062;1784;2689;2945;4014;5411;7056;8343;9227;10309;11560;425;1069;1770;2459;2797;3818;4961;6696;7868;8827;9586;10311;490;1175;1739;2593;2869;3885;5254;6720;7966;8900;9616;10435;489;1164;1734;2774;3077;4189;5731;7204;8498;9518;10278;11084;484;1132;1844;2688;3036;4225;5806;7492;8967;9915;10936;12096;441;1049;1645;2484;2815;4050;5483;7204;8437;9246;10042;10921;507;1159;1959;2629;2977;4183;5550;7197;8479;9318;10094;10835;479;1180;1776;2543;2897;3978;5266;6832;7980;8785;9366;10159;461;985;1481;2217;2540;3524;4831;6089;7132;7831;8441;9323;328;814;1344;1779;2088;2974;4003;5088;5985;6495;6970;7421;307;793;1292;1788;2099;2920;4024
"    Нижегородская область";1357;2837;4082;5648;6429;9061;12278;15897;20022;22090;24106;25180;1383;2920;3730;6223;6951;9389;13079;17152;20990;23394;25834;27313;1365;3100;4678;5569;6667;9544;12793;17337;20783;23170;25113;26203;1484;3444;4246;6290;7174;9600;13028;16778;20393;22616;24435;25599;1447;2738;3472;6457;7269;9185;13302;16741;20518;22940;24862;26112;1254;2897;4233;5938;6942;9990;13774;17509;21938;24324;26951;28490;1240;3071;3790;6037;6922;9744;13396;17616;21451;23594;25521;27038;1257;2777;4706;5467;6624;10110;13763;18081;21612;23790;25714;26958;1367;3367;4411;6481;7517;10459;14290;18533;21846;24021;25775;27157;1321;2848;3638;5958;6890;9336;13157;17015;20232;22192;23985;25530;1091;2310;3665;4364;5486;8415;11802;14941;17697;19137;20542;21562;1123;2647;3449;5294;6129;8538;12513
"    Оренбургская область";912;1896;2817;4033;4450;6116;8104;10534;12963;14407;15757;16654;947;1896;2584;4228;4715;6285;8551;11293;13739;15398;17035;18466;875;1834;2987;3835;4556;6317;8199;11240;13201;14851;16280;17243;1011;2255;3058;4458;4943;6640;8567;11198;13521;15215;16512;17524;938;1961;2660;4489;4926;6510;8931;11232;13489;15286;16640;17613;890;1908;2915;4247;4742;6699;8999;11352;13974;15777;17577;18942;831;1888;2637;4051;4612;6636;8835;11430;13821;15403;16686;17873;861;1863;3278;4127;4742;7042;9211;11875;14116;15610;16868;17876;912;2007;2880;4289;4921;6802;8763;11472;13492;14963;16130;17165;764;1718;2352;3787;4307;5837;7659;9927;11833;13169;14271;15418;660;1379;2223;2922;3453;5090;6854;8743;10254;11267;12101;12892;697;1560;2262;3411;3865;5266;7340
"    Пензенская область";649;1391;1969;2693;2989;3984;5154;6513;8212;9123;10042;10569;670;1399;1793;2934;3242;4212;5644;7218;8965;10005;11290;12030;584;1298;2098;2518;3042;4223;5376;7257;8584;9595;10501;10997;688;1577;1926;2796;3164;4159;5356;6905;8364;9387;10177;10679;710;1261;1577;2797;3130;3886;5462;6838;8351;9462;10256;10772;557;1227;1773;2584;2907;4019;5383;6692;8539;9743;10850;11541;539;1258;1623;2600;2909;4131;5483;6980;8556;9381;10220;10789;521;1131;1998;2355;2722;4111;5257;6924;8347;9157;9994;10502;556;1274;1736;2523;2926;3973;5125;6767;7901;8747;9437;9915;519;1153;1460;2317;2632;3524;4748;6239;7410;8213;8872;9441;389;820;1320;1585;1944;2909;4096;5184;6134;6815;7291;7663;392;952;1264;1979;2233;3088;4357
"    Самарская область";1206;2647;4012;5800;6516;9136;12223;16086;20226;22463;24367;25906;1314;2903;3999;6489;7232;10103;13754;18089;22347;24823;27270;29410;1248;2687;4506;5835;7009;9998;13015;18115;21630;24115;26254;27690;1368;3233;4481;6776;7685;10271;13431;17666;21292;23785;25468;26951;1292;2658;3555;6364;7154;9673;13647;17490;21306;24110;25964;27455;1309;2865;4237;6248;7223;10495;14253;18280;23047;25747;28233;30229;1160;2764;3803;6022;6820;10195;13704;18198;22273;24431;26314;28179;1159;2560;4578;5789;6864;10504;13773;18657;22461;24581;26511;28048;1272;3039;4320;6377;7514;10689;14037;18824;22333;24653;26390;27897;1264;2700;3604;5718;6663;9285;12718;16854;20171;22368;24033;25794;1073;2124;3412;4419;5364;8043;11390;14549;17398;19124;20330;21553;1015;2372;3391;5197;5926;8504;12206
"    Саратовская область";940;2027;3051;4438;4970;6757;8870;11650;14534;16227;17631;18885;975;2145;2990;4918;5467;7437;9820;12976;15917;17706;19513;21177;829;1940;3331;4194;5093;7221;9229;12900;15290;17104;18621;19763;1081;2479;3336;4817;5576;7437;9539;12564;15100;17019;18328;19519;1072;2083;2819;4922;5534;7219;9967;12821;15436;17595;18916;20193;943;2025;3048;4556;5224;7287;9770;12561;15718;17796;19524;21168;816;1914;2683;4246;4910;7183;9384;12372;15185;16869;18274;19677;871;1899;3363;4185;5000;7407;9612;12712;15240;16959;18417;19549;1035;2232;3191;4676;5396;7521;9650;12814;15123;16800;18119;19309;889;1812;2469;3843;4492;6250;8311;11143;13301;14868;15988;17352;748;1566;2461;3198;3871;5588;7761;9987;11842;13130;13981;14862;692;1634;2286;3529;4026;5605;7997
"    Ульяновская область";511;1087;1542;2180;2444;3374;4646;6109;7689;8474;9255;9815;475;1096;1512;2456;2757;3711;5145;6832;8323;9290;10250;11104;493;1103;1740;2185;2655;3788;4913;6844;8054;9025;9808;10324;567;1353;1853;2715;3021;3961;5162;6777;8072;9043;9783;10380;564;1121;1501;2562;2901;3864;5518;6916;8418;9564;10274;10861;502;1119;1677;2459;2827;4078;5613;6978;8657;9711;10667;11486;423;1056;1460;2323;2705;3950;5499;7126;8713;9514;10226;10949;488;1054;1830;2308;2676;4005;5319;7186;8514;9302;10055;10640;488;1139;1622;2354;2720;3893;5180;7057;8301;9058;9692;10347;471;1080;1495;2305;2649;3654;4862;6553;7773;8529;9172;9837;383;830;1346;1735;2153;3134;4441;5718;6742;7352;7774;8272;389;950;1315;1987;2290;3128;4469
"  Уральский федеральный округ";4953;10704;18257;26654;29747;40500;52502;65662;78479;87052;95016;103248;5466;11647;19311;28738;31961;43201;56927;71559;84333;93637;103688;115298;5242;11457;19872;27258;31367;42260;53848;71775;82940;92593;100755;108036;6052;13348;20083;29154;32917;43718;56438;70748;82710;92839;100711;108928;5877;12251;18701;29878;33386;44645;59882;74075;86463;97519;105445;113693;5170;11871;19469;28686;32411;44754;60314;75194;89863;100242;111276;122790;5033;11415;18660;27704;31638;44717;58527;73941;87082;95930;104212;113472;5109;11538;20988;28433;32469;45677;59087;76055;88931;98033;106799;114963;5751;13257;20311;28959;33590;45228;58187;73971;85404;94689;102411;110510;5252;11455;17311;25829;29941;40317;53321;67213;77858;86596;93794;102947;4266;9418;15546;21686;25542;36044;48764;59962;69504;76323;82070;87939;4501;10207;16429;23724;27013;37452;51300
"    Курганская область";427;898;1491;2148;2372;3144;4032;5177;6105;6747;7352;8004;452;971;1578;2228;2524;3275;4308;5532;6528;7312;8023;8913;458;926;1547;2199;2494;3352;4214;5585;6402;7156;7783;8355;440;1027;1567;2238;2506;3247;4130;5292;6239;7031;7650;8289;428;941;1443;2140;2428;3220;4238;5466;6316;7032;7561;8188;376;825;1377;1977;2224;3079;4129;5301;6268;6932;7658;8443;382;891;1441;2128;2439;3290;4319;5482;6403;7024;7604;8214;424;900;1489;2084;2409;3300;4204;5455;6297;6941;7503;8053;401;864;1342;1905;2241;3000;3881;4944;5679;6264;6786;7315;301;708;1070;1574;1828;2473;3292;4241;4928;5482;5906;6409;269;575;926;1347;1614;2212;2971;3675;4259;4685;5034;5374;302;677;1095;1532;1730;2343;3099
"    Свердловская область";1580;3451;6058;8925;9969;13681;17952;22580;26991;29697;32146;34867;1756;3633;6181;9362;10379;14238;19478;24815;29127;32276;35511;39256;1789;3904;6584;8973;10175;13993;18099;24569;28421;31567;34071;36458;2012;4388;6609;9582;10685;14349;19038;24000;28034;31278;33824;36428;1957;4055;6197;9811;10903;14806;20346;25255;29683;33393;36012;38702;1767;4006;6529;9638;10855;15172;20871;26233;31510;34881;38597;42484;1704;3755;6231;9331;10538;15180;20237;26015;30517;33400;36154;39349;1659;3848;7012;9607;10936;15530;20356;26521;31063;34153;37162;39868;1903;4553;6911;9878;11439;15563;20277;25883;29975;33315;35863;38749;1875;4038;6045;8944;10501;14213;19235;24184;28002;31088;33486;36627;1560;3376;5551;7749;9038;12782;17564;21606;25244;27431;29363;31497;1518;3347;5602;8048;9157;12989;18021
"    Тюменская область";1613;3491;5998;8736;9873;13390;16932;20690;24322;27196;30006;32644;1845;4025;6607;9853;11111;14865;18712;22709;26290;29206;32712;36749;1701;3805;6706;9257;10742;14180;17646;22498;25703;28666;31427;33959;2119;4517;6820;9937;11313;14863;18554;22554;26182;29260;31856;34652;1949;4127;6446;10377;11693;15362;19870;23819;27440;30886;33679;36426;1659;4026;6612;9710;11099;15059;19591;23800;27940;31182;34936;38757;1705;3928;6465;9379;10841;14916;18764;22825;26650;29616;32480;35481;1843;4054;7227;9655;11023;15151;19078;23641;27374;30257;33184;35990;1975;4426;6791;9614;11258;14684;18525;22973;26340;29273;31870;34461;1683;3692;5708;8516;9878;13090;16905;20763;23802;26550;28987;32114;1302;3012;5086;7078;8331;11674;15352;18532;21293;23541;25542;27497;1467;3455;5491;8032;9266;12599;16670
"      Ханты-Мансийский автономный округ-Югра";754;1611;2791;4092;4694;6506;8249;9982;11687;12933;14292;15549;855;1895;3125;4697;5336;7189;9001;10748;12411;13706;15365;17202;825;1850;3235;4394;5162;6843;8447;10722;12201;13628;14945;16073;1043;2125;3267;4774;5512;7260;8979;10738;12369;13829;15084;16352;908;1959;3065;5014;5708;7482;9573;11349;13056;14678;16030;17280;791;1993;3331;4771;5452;7395;9559;11421;13359;14872;16773;18647;792;1824;3025;4485;5179;7152;8924;10748;12514;13838;15246;16620;858;1915;3459;4575;5240;7229;8990;11079;12748;14082;15456;16761;969;2203;3332;4662;5409;6999;8782;10780;12265;13577;14806;16000;802;1767;2696;4000;4623;6195;7980;9716;11066;12340;13535;15015;600;1404;2381;3316;3918;5532;7270;8598;9878;10897;11853;12781;691;1635;2631;3825;4444;6055;7968
"      Ямало-Ненецкий автономный округ";272;593;988;1429;1616;2082;2451;2863;3341;3762;4223;4756;315;688;1098;1665;1874;2375;2828;3233;3702;4166;4747;5448;266;574;1030;1425;1717;2175;2552;3037;3453;3897;4345;4801;332;738;1091;1652;1889;2380;2753;3204;3739;4205;4650;5111;347;723;1102;1770;1977;2443;2919;3295;3733;4247;4700;5158;292;659;1069;1615;1841;2337;2852;3281;3801;4313;4919;5573;284;707;1123;1623;1867;2409;2850;3316;3842;4309;4786;5317;336;710;1273;1649;1860;2397;2824;3308;3787;4212;4736;5204;329;720;1147;1656;1912;2418;2870;3409;3870;4318;4787;5231;254;601;947;1469;1697;2109;2532;2955;3378;3858;4260;4764;233;515;902;1230;1439;1854;2318;2674;3026;3423;3768;4138;240;615;960;1425;1623;2055;2593
"      Тюменская область (кроме Ханты-Мансийского авт. округа-Югры и Ямало-Ненецкого авт. округа)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;677;1503;2312;3296;3937;5267;6873;8784;10205;11378;12277;13230;627;1324;2065;3047;3558;4786;6393;8092;9358;10352;11192;12335;469;1093;1803;2532;2974;4288;5764;7260;8389;9221;9921;10578;536;1205;1900;2782;3199;4489;6109
"    Челябинская область";1333;2864;4710;6845;7533;10285;13586;17215;21061;23412;25512;27733;1413;3018;4945;7295;7947;10823;14429;18503;22388;24843;27442;30380;1294;2822;5035;6829;7956;10735;13889;19123;22414;25204;27474;29264;1481;3416;5087;7397;8413;11259;14716;18902;22255;25270;27381;29559;1543;3128;4615;7550;8362;11257;15428;19535;23024;26208;28193;30377;1368;3014;4951;7361;8233;11444;15723;19860;24145;27247;30085;33106;1242;2841;4523;6866;7820;11331;15207;19619;23512;25890;27974;30428;1183;2736;5260;7087;8101;11696;15449;20438;24197;26682;28950;31052;1472;3414;5267;7562;8652;11981;15504;20171;23410;25837;27892;29985;1393;3017;4488;6795;7734;10541;13889;18025;21126;23476;25415;27797;1135;2455;3983;5512;6559;9376;12877;16149;18708;20666;22131;23571;1214;2728;4241;6112;6860;9521;13510
"  Сибирский федеральный округ";7760;16213;27975;40746;45489;61574;79734;101317;120308;133727;145801;159125;8434;18050;30034;44452;49667;67380;88271;111893;130808;145613;161277;179124;8406;17973;30924;43263;49671;66596;85315;113267;129992;144253;156855;168146;8999;19875;30884;44635;50459;67474;88290;111378;129701;145094;157096;170283;8373;17524;27696;43746;48967;66176;89634;111980;130555;146981;159279;172291;7739;17128;29259;42940;48534;67043;90746;114413;134950;151018;167626;185289;7908;17697;28994;42644;48968;68761;90181;114584;133506;147574;160146;174028;8107;17993;31967;43683;49893;69451;90222;115790;134244;148247;161267;173795;8293;18885;29707;42406;48918;66200;86723;109940;126914;140840;152183;164706;7702;16770;25799;37432;42826;58268;78228;98355;113923;126859;137718;152159;6360;13914;23092;32169;37293;52296;71525;89330;103217;113717;122363;131320;6978;15550;25463;36127;41081;56662;77373
"    Республика Алтай";80;177;303;430;494;636;848;1109;1371;1529;1683;1803;97;223;328;490;557;725;1023;1288;1532;1746;1914;2088;93;186;342;477;555;748;1026;1376;1604;1842;2009;2120;92;214;338;499;573;757;1043;1298;1562;1783;1912;2063;97;204;321;500;574;755;1087;1365;1652;1913;2084;2235;89;218;388;562;620;805;1134;1432;1715;1960;2198;2361;95;223;360;538;608;824;1144;1448;1703;1889;2039;2177;100;224;371;490;550;749;1055;1355;1584;1772;1913;2022;94;214;328;471;543;697;952;1250;1456;1641;1753;1890;81;180;260;381;437;600;805;1018;1217;1361;1469;1587;70;135;234;313;372;505;720;930;1078;1218;1319;1419;69;173;270;370;430;557;804
"    Республика Бурятия";383;819;1396;2113;2277;2997;3826;4773;5626;6388;7082;7845;464;986;1600;2385;2563;3301;4216;5181;5990;6799;7706;8761;495;949;1515;2246;2436;3156;3929;5091;5824;6638;7346;7939;461;1041;1674;2533;2689;3517;4406;5432;6238;7033;7665;8349;462;950;1522;2384;2544;3305;4328;5253;6078;6931;7563;8237;434;924;1590;2314;2495;3334;4348;5383;6276;7166;8030;9108;386;860;1394;2109;2306;3114;4020;4980;5762;6404;7034;7675;401;879;1522;2224;2415;3263;4136;5234;6064;6748;7384;8013;365;844;1362;2046;2225;3026;3860;4871;5578;6296;6873;7507;348;744;1214;1881;2044;2743;3561;4395;5009;5630;6212;7090;332;711;1139;1614;1776;2394;3133;3860;4336;4819;5236;5649;311;735;1216;1760;1953;2631;3521
"    Республика Тыва";96;201;374;504;595;740;870;1091;1296;1409;1549;1739;89;273;493;717;869;1066;1367;1723;2017;2187;2445;2697;113;261;494;742;937;1129;1388;1807;2076;2214;2486;2722;132;318;557;858;1035;1254;1542;1860;2130;2272;2465;2678;120;235;390;575;676;814;1076;1359;1567;1707;1924;2105;81;185;355;535;637;826;1101;1409;1645;1811;2012;2249;61;185;323;443;541;733;961;1262;1423;1562;1766;2036;76;191;329;464;575;744;987;1306;1496;1615;1806;1963;106;218;359;494;600;769;1017;1327;1569;1672;1830;1988;83;172;299;423;494;637;900;1117;1275;1410;1560;1754;167;272;399;527;603;746;995;1221;1380;1468;1608;1756;115;293;456;600;730;935;1265
"    Республика Хакасия";186;421;772;1114;1215;1640;2122;2734;3235;3656;4024;4426;217;522;850;1303;1428;1868;2536;3275;3804;4200;4711;5289;176;430;805;1114;1257;1687;2124;2951;3372;3761;4132;4442;234;501;843;1256;1421;1895;2491;3171;3676;4119;4483;4859;260;547;859;1320;1444;1971;2622;3301;3846;4331;4724;5111;195;470;788;1185;1325;1816;2485;3187;3780;4272;4806;5381;221;492;771;1138;1298;1822;2362;3081;3600;4006;4337;4691;261;588;1009;1375;1529;2151;2771;3540;4074;4479;4903;5270;240;519;808;1201;1383;1909;2479;3231;3708;4139;4454;4824;197;450;688;1067;1205;1643;2229;2877;3289;3665;4046;4499;156;349;591;824;930;1350;1885;2382;2748;3040;3307;3527;227;490;797;1119;1248;1705;2300
"    Алтайский край";953;1960;3271;4825;5387;7287;9625;12659;15119;16881;18292;19846;1069;2290;3620;5394;6003;8110;10818;14090;16573;18398;20119;22059;1006;2230;3841;5230;6109;8226;10460;14409;16470;18195;19708;20846;1091;2462;3676;5347;6095;8077;10572;13791;16034;18093;19552;21003;1039;2134;3206;5121;5766;7776;10695;13700;16003;18039;19477;20992;868;1931;3268;4808;5418;7560;10528;13613;16194;18202;19991;21756;919;1998;3338;5036;5728;8202;10880;14211;16669;18293;19705;21343;809;1852;3352;4626;5322;7667;10241;13568;15844;17470;18904;20271;935;2050;3148;4539;5236;7213;9603;12621;14566;16095;17263;18476;781;1715;2502;3666;4217;5932;8187;10753;12563;13884;14897;16209;699;1498;2397;3357;3903;5549;7898;9956;11485;12610;13520;14456;692;1587;2469;3537;4072;5754;8159
"    Забайкальский край";512;1076;1791;2692;2949;3803;4850;6000;7019;7866;8624;9474;536;1026;1939;2932;3208;4225;5355;6542;7506;8387;9372;10631;492;1053;1831;2723;3029;3915;5009;6368;7232;8073;8808;9542;554;1223;1945;2840;3176;4201;5341;6545;7532;8392;9172;10081;546;1171;1860;2837;3104;4123;5337;6549;7511;8407;9212;10041;538;1148;1928;2892;3174;4202;5423;6648;7650;8560;9606;10818;494;1080;1737;2525;2854;3804;4938;6122;7050;7856;8602;9370;504;1096;1923;2697;3001;4006;5191;6444;7375;8225;9000;9768;542;1188;1855;2657;2972;3941;5051;6221;7065;7946;8637;9485;498;1063;1643;2356;2611;3460;4544;5488;6247;7045;7702;8653;372;829;1447;2019;2276;3044;3981;4844;5558;6179;6696;7218;496;999;1667;2322;2567;3480;4481
"    Красноярский край";1100;2385;4232;6062;6822;9316;11831;14736;17553;19539;21377;23462;1276;2640;4653;6786;7627;10372;13333;16780;19507;21762;24373;27232;1209;2611;4534;6362;7287;9651;12344;16327;18657;20825;22608;24180;1384;3056;4784;6747;7749;10247;13568;16794;19403;21735;23618;25653;1279;2699;4322;6867;7756;10384;14027;17241;20015;22488;24410;26407;1175;2682;4534;6657;7589;10466;14219;17616;20795;23191;25808;28716;1233;2662;4507;6570;7543;10606;13725;17191;20005;22227;24301;26351;1308;2921;5364;7400;8432;11362;14239;18490;21328;23471;25700;27786;1394;3294;5224;7323;8407;11137;14354;17874;20330;22539;24465;26523;1276;2806;4363;6375;7343;9821;13078;16123;18504;20637;22436;24815;1043;2257;3744;5373;6250;8593;11655;14244;16407;18042;19407;20856;1151;2500;4226;5970;6796;9314;12701
"    Иркутская область";942;1899;3393;4982;5537;7518;9689;12183;14318;15972;17569;19375;992;2128;3639;5412;6048;8303;10850;13731;15949;17792;20023;22814;945;2144;3694;5279;6037;8054;10359;13489;15541;17374;18956;20351;1076;2514;3911;5690;6377;8494;11190;13858;16056;17991;19445;21123;1058;2211;3524;5569;6167;8249;11219;13847;16049;18145;19735;21407;1050;2258;3832;5575;6235;8495;11425;14240;16634;18694;20918;23631;981;2134;3494;5087;5829;8151;10817;13706;15815;17580;19170;20889;1068;2398;4236;5782;6546;9015;11725;14810;17049;18802;20537;22183;1042;2513;3947;5725;6591;8803;11532;14500;16650;18448;20024;21841;1052;2329;3670;5227;5936;8041;10763;13420;15466;17168;18820;21364;820;1855;3101;4363;5096;7077;9629;11971;13764;15190;16393;17620;1107;2422;3961;5527;6279;8343;11276
"    Кемеровская область";1250;2623;4531;6566;7317;9792;12698;15878;18743;20663;22342;24195;1213;2723;4325;6449;7203;9797;12820;16023;18835;20879;22964;25231;1365;2820;4901;6418;7475;10253;12875;17061;19497;21531;23440;25063;1184;2752;4166;5959;6739;9108;11721;15092;17632;19684;21279;22947;1161;2438;3647;5916;6628;8967;12220;15343;17842;20197;21798;23559;1015;2323;3860;5699;6470;8945;12227;15460;18260;20376;22608;24700;1116;2532;3985;5920;6767;9594;12582;15950;18681;20592;22235;24371;1209;2517;4472;5783;6622;9536;12313;15819;18212;19923;21660;23219;1074;2467;3878;5507;6318;8751;11297;14465;16642;18190;19633;21069;988;2199;3266;4677;5329;7363;9881;12614;14608;16151;17430;18960;778;1749;2879;3954;4551;6497;9010;11477;13325;14705;15728;16909;838;1938;3028;4386;4931;6893;9618
"    Новосибирская область";1080;2184;3654;5293;5974;8405;11047;14437;17309;19070;20663;22390;1236;2503;4114;6029;6811;9511;12657;16297;19228;21370;23355;25608;1261;2628;4369;6184;7115;9749;12839;17106;19769;21664;23416;25197;1415;2810;4359;6274;7138;9794;13044;16593;19508;21630;23381;25302;1152;2345;3852;6105;6927;9620;13081;16502;19373;21627;23249;25043;1053;2256;4009;5877;6740;9683;13195;16917;20092;22273;24580;26899;1196;2696;4397;6440;7580;10812;14238;18106;21052;23165;24885;26803;1137;2484;4418;6098;7066;9955;13236;16906;19817;22046;23764;25600;1216;2680;4198;5960;6934;9528;12819;16134;19008;21172;22779;24569;1148;2411;3759;5466;6353;8651;11705;14708;17395;19478;21017;23005;956;2142;3527;4811;5674;8214;11238;14120;16544;18208;19539;20863;953;2055;3567;5089;5858;8399;11278
"    Омская область";759;1611;2733;3923;4412;5982;7833;10052;11958;13286;14462;15740;815;1781;2864;4181;4717;6391;8427;10758;12616;14082;15530;17084;819;1669;2863;4126;4700;6321;8170;10848;12539;13911;15053;16225;922;1975;3048;4335;4854;6599;8584;10872;12774;14415;15580;16939;835;1741;2841;4389;4944;6774;9166;11539;13550;15257;16540;17906;855;1856;3161;4615;5282;7317;9743;12297;14571;16379;18042;19825;839;1916;3138;4588;5304;7374;9596;12209;14286;15813;17262;18729;889;1968;3357;4571;5329;7413;9609;12245;14278;15891;17246;18577;902;2018;3132;4422;5210;6986;9114;11551;13430;14965;16079;17446;813;1792;2708;3899;4515;6111;8061;10234;11836;13127;14215;15592;656;1385;2383;3295;3848;5396;7309;9133;10461;11548;12452;13370;669;1533;2474;3618;4148;5634;7584
